>2015-06-11_11-08-05;app;pantalla de carga
>2015-06-11_11-08-08;app;iniciada IMEI:351549069368695
>2015-06-11_11-08-09;caidas;servicio iniciado
>2015-06-11_11-08-09;zona segura;servicio no iniciado
>2015-06-11_11-08-09;bateria;reciver activo
>2015-06-11_11-08-09;bateria;monitor iniciado
>2015-06-11_11-08-09;bateria;nivel: 67 estado: Descargando tasa de refresco: 4
>2015-06-11_11-08-09;configuracion;datos personales
>2015-06-11_11-09-19;boton;tranquilidad pulsado
>2015-06-11_11-09-19;aviso;tranquilidad
>2015-06-11_11-09-19;SMS;enviado:[TELEASISTENCI@TIC+:   comunica que se encuentra bien a las 11/06/15:11:09:19]
>2015-06-11_11-09-38;boton;llamada pulsado
>2015-06-11_11-09-38;boton;llamada llamando contacto
>2015-06-11_11-11-11;boton;configuracion pulsado
>2015-06-11_11-11-11;configuracion;opciones usuario
>2015-06-11_11-11-12;configuracion;datos personales
>2015-06-11_11-12-32;appSharedPreferences;nombre y apellidos creados : Maruja-Bejarano
>2015-06-11_11-12-36;configuracion;datos personales
>2015-06-11_11-12-40;configuracion;personas contacto
>2015-06-11_11-12-47;configuracion;personas contacto
>2015-06-11_11-12-54;configuracion;caidas
>2015-06-11_11-13-06;configuracion;zona segura
>2015-06-11_11-13-48;configuracion;zona segura
>2015-06-11_11-15-03;zona segura;zona segura establecida: 37.89032117414945,-4.786515310406685,10.0
>2015-06-11_11-15-43;zona segura;zona segura establecida: 37.89032117414945,-4.786515310406685,10.0
>2015-06-11_11-15-48;zona segura;zona segura establecida: 37.88876454034732,-4.781846925616264,10.0
>2015-06-11_11-15-51;zona segura;zona segura establecida: 37.8904791376985,-4.778596758842468,10.0
>2015-06-11_11-15-56;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,10.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,300.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,300.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,320.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,320.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,360.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,360.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,480.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,480.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-00;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,660.0
>2015-06-11_11-16-01;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,660.0
>2015-06-11_11-16-04;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,780.0
>2015-06-11_11-16-04;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,780.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,770.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,770.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,740.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,740.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,700.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,700.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,680.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,680.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,640.0
>2015-06-11_11-16-05;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,640.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,620.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,620.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,580.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,580.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,560.0
>2015-06-11_11-16-06;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,560.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,580.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,580.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,600.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,620.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,620.0
>2015-06-11_11-16-08;zona segura;zona segura establecida: 37.89122396963205,-4.778537414968014,660.0
