>2015-05-28_08-50-23;app;pantalla de carga
>2015-05-28_08-50-26;app;iniciada IMEI:356570064378294
>2015-05-28_08-50-27;caidas;servicio iniciado
>2015-05-28_08-50-27;zona segura;servicio no iniciado
>2015-05-28_08-50-27;bateria;reciver activo
>2015-05-28_08-50-27;bateria;monitor iniciado
>2015-05-28_08-50-27;bateria;nivel: 71 estado: 2
>2015-05-28_08-50-37;boton;configuracion pulsado
>2015-05-28_08-50-37;configuracion;opciones usuario
>2015-05-28_08-50-38;configuracion;personas contacto
>2015-05-28_08-50-53;appSharedPreferences;contactos creados : Juan F-630 39 11 46_-_-
>2015-05-28_08-55-23;boton;volver a casa pulsado
>2015-05-28_08-55-23;boton;volver a casa error por ausencia de datos
>2015-05-28_08-55-28;boton;configuracion pulsado
>2015-05-28_08-55-29;configuracion;opciones usuario
>2015-05-28_08-55-31;configuracion;zona segura
>2015-05-28_08-55-53;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,10.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,30.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,30.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,180.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,180.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,440.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,440.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,530.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,530.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,610.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,610.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,680.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,680.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,730.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,730.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,800.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,800.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,890.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,890.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1020.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1020.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1110.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1110.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1230.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1230.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1330.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1330.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1450.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1450.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1540.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1540.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1690.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1690.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1740.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1740.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1910.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,1910.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2020.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2020.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2080.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2080.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2140.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2140.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2240.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2240.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2310.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2310.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2320.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2320.0
>2015-05-28_08-55-57;zona segura;zona segura establecida: 37.89837503105979,-4.722682423889637,2380.0
